,index,i,j,elevation,distance,time,origin_x,origin_y,dest_x,dest_y
3407,102473,10,15,4,2257.8,206.0,-46.7213,-23.6914,-46.706300000000006,-23.6764
3408,102477,10,14,2,701.8,94.2,-46.7213,-23.6914,-46.706300000000006,-23.691400000000005
3409,102488,10,15,4,2257.8,206.0,-46.7213,-23.6914,-46.706300000000006,-23.6764
3410,102495,10,15,4,2371.2,163.4,-46.706300000000006,-23.6764,-46.706300000000006,-23.691400000000005
3411,102497,11,15,4,2371.2,163.4,-46.706300000000006,-23.6764,-46.706300000000006,-23.691400000000005
3412,102524,11,15,2,1153.0,121.1,-46.7363,-23.5414,-46.7363,-23.526399999999995
3413,102527,20,15,4,1860.3,192.0,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3414,102528,9,13,4,2322.3,213.8,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.706400000000006
3415,102530,10,15,2,1153.0,121.1,-46.7363,-23.5414,-46.7363,-23.526399999999995
3416,102533,20,15,4,1860.3,192.0,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3417,102534,9,13,4,2322.3,213.8,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.706400000000006
3418,102542,10,15,4,4502.2,416.3,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.6764
3419,102547,9,15,4,6611.6,636.5,-46.706300000000006,-23.6314,-46.706300000000006,-23.6764
3420,102549,14,15,4,4502.2,416.3,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.6764
3421,102557,9,15,4,1675.6,210.7,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.706400000000006
3422,102558,10,15,4,1196.4,174.1,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3423,102559,9,15,4,1675.6,210.7,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.706400000000006
3424,102560,10,15,4,1196.4,174.1,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3425,102565,9,15,4,1675.6,210.7,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.706400000000006
3426,102566,10,15,4,1196.4,174.1,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3427,102577,9,15,4,2710.2,307.3,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3428,102578,9,15,4,3263.6,280.3,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.706400000000006
3429,102581,10,15,4,2499.3,290.5,-46.706300000000006,-23.691400000000005,-46.6913,-23.706400000000006
3430,102582,10,15,4,1919.0,209.7,-46.6913,-23.706400000000006,-46.691300000000005,-23.691400000000005
3431,102584,9,16,4,2499.3,290.5,-46.706300000000006,-23.691400000000005,-46.6913,-23.706400000000006
3432,102585,10,16,4,2220.5,274.4,-46.6913,-23.706400000000006,-46.706300000000006,-23.691400000000005
3433,102586,9,16,4,2499.3,290.5,-46.706300000000006,-23.691400000000005,-46.6913,-23.706400000000006
3434,102587,10,15,4,2220.5,274.4,-46.6913,-23.706400000000006,-46.706300000000006,-23.691400000000005
3435,102602,9,16,4,1611.1,150.0,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3436,102603,9,15,4,2677.6,186.9,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3437,102605,9,15,4,2677.6,186.9,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3438,102607,9,15,4,4749.5,389.4,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.661399999999997
3439,102608,9,15,4,5585.9,335.5,-46.706300000000006,-23.661399999999997,-46.706300000000006,-23.706400000000006
3440,102610,12,15,4,1611.1,150.0,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3441,102611,9,15,4,2677.6,186.9,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3442,102615,9,15,4,2677.6,186.9,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3443,102618,9,15,4,1611.1,150.0,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3444,102620,9,15,4,1611.1,150.0,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3445,102628,9,15,4,2547.1,272.1,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.691400000000005
3446,102636,9,15,4,1449.3,139.7,-46.706300000000006,-23.691400000000005,-46.706300000000006,-23.691400000000005
3447,102965,10,15,4,5205.3,509.0,-46.691300000000005,-23.646399999999996,-46.706300000000006,-23.6764
3448,103051,13,15,4,2951.1,194.5,-46.706300000000006,-23.706400000000006,-46.706300000000006,-23.706400000000006
3449,103093,9,15,4,6177.1,609.7,-46.7213,-23.736400000000003,-46.6913,-23.706400000000006
3450,103101,7,15,4,5863.4,292.8,-46.706300000000006,-23.6764,-46.706300000000006,-23.721400000000003
3451,103286,11,16,4,2365.3,170.6,-46.706300000000006,-23.721400000000003,-46.691300000000005,-23.721400000000003
3452,103287,8,15,4,2350.1,164.6,-46.691300000000005,-23.721400000000003,-46.706300000000006,-23.721400000000003
3453,103829,8,16,4,636.2,148.2,-46.706300000000006,-23.7364,-46.706300000000006,-23.7364
3454,103835,7,15,4,636.2,148.2,-46.706300000000006,-23.7364,-46.706300000000006,-23.7364
3455,104114,7,15,4,1352.1,294.4,-46.706300000000006,-23.7664,-46.706300000000006,-23.7664
3456,104631,5,15,2,547.0,53.9,-46.67630000000001,-23.7364,-46.67630000000001,-23.7364
3457,105628,7,15,4,3844.0,406.5,-46.661300000000004,-23.5564,-46.646300000000004,-23.5414
3458,105740,19,17,4,7343.5,709.2,-46.6613,-23.6014,-46.706300000000006,-23.6314
3459,105748,16,19,4,7343.5,709.2,-46.6613,-23.6014,-46.706300000000006,-23.6314
3460,105752,16,15,4,7343.5,709.2,-46.6613,-23.6014,-46.706300000000006,-23.6314
3461,106959,16,15,4,5042.8,490.8,-46.706300000000006,-23.6314,-46.691300000000005,-23.616400000000002
3462,106960,14,15,4,4010.5,441.9,-46.691300000000005,-23.616400000000002,-46.691300000000005,-23.6314
3463,106961,15,16,4,3298.7,318.7,-46.691300000000005,-23.6314,-46.706300000000006,-23.6314
3464,106962,14,16,4,1792.6,185.8,-46.706300000000006,-23.6314,-46.7213,-23.6314
3465,106964,14,15,4,1395.1,211.8,-46.691300000000005,-23.6314,-46.706300000000006,-23.6314
3466,106965,14,14,2,1072.3,180.6,-46.706300000000006,-23.6314,-46.691300000000005,-23.6314
3467,106966,14,15,4,2619.1,291.9,-46.691300000000005,-23.6314,-46.7213,-23.6314
3468,106967,14,16,2,1267.1,212.4,-46.691300000000005,-23.6314,-46.706300000000006,-23.6314
3469,106968,14,14,4,2191.4,225.5,-46.706300000000006,-23.6314,-46.691300000000005,-23.6314
3470,106969,14,15,4,3560.0,331.6,-46.691300000000005,-23.6314,-46.706300000000006,-23.6314
3471,106970,14,16,4,4161.5,408.6,-46.691300000000005,-23.661399999999997,-46.706300000000006,-23.6314
3472,106971,12,15,4,1792.6,185.8,-46.706300000000006,-23.6314,-46.7213,-23.6314
3473,106973,14,15,4,2619.1,291.9,-46.691300000000005,-23.6314,-46.7213,-23.6314
3474,106974,14,14,2,1267.1,212.4,-46.691300000000005,-23.6314,-46.706300000000006,-23.6314
