,NomeDistri,densidade_area,FE_VIA,area,Populacao,densidade_pop,DISTANCE
0,Agua Rasa,1050.0466909823251,8957.566498,8.530636375435973,78556.0,0.11402778270278528,4.385183011893607
1,Alto de Pinheiros,345.52790842403937,3095.9433489999983,8.960038461496978,39477.0,0.0784239772272462,4.2745232163364655
2,Anhanguera,253.51964934391506,10080.837940000001,39.7635369332841,53266.0,0.18925464536477304,11.023318848803326
3,Aricanduva,1383.3131043590156,11326.704793999996,8.188099106636049,92982.0,0.12181610197672663,7.382009676497447
4,Artur Alvim,1639.2941916517345,12766.253086999996,7.787652242052332,104864.0,0.1217410463743515,8.121585205436944
5,Barra Funda,431.13627365884486,3031.5287020000005,7.031486068831286,12977.0,0.2336078216845188,4.673097904070877
6,Bela Vista,3430.487570120307,11323.171628999995,3.3007470213929073,57204.0,0.1979437037444933,4.544683820181656
7,Belem,410.9001490708482,3006.3175440000014,7.316418723132773,36283.0,0.08285746889727975,5.2058886829768865
8,Bom Retiro,529.400942639321,2697.5656570000006,5.095505957264308,28591.0,0.09435016812983109,4.721236094346548
9,Bras,572.6351427428419,2489.9753259999993,4.348275437782891,26587.0,0.09365386564862524,5.226636858437034
10,Brasilandia,1955.0709442150867,49035.51427500004,25.081194327035842,280069.0,0.17508369107255725,8.415873696586663
11,Butanta,350.22651277249645,5397.411138000001,15.411200869039016,48040.0,0.11235243834304749,5.332502352589313
12,Cachoeirinha,1276.404445554034,20657.053928000005,16.183784066212365,157408.0,0.1312325544317951,5.737349079917458
13,Cambuci,1140.57256198119,5363.426634,4.702398438099945,29811.0,0.17991434819361982,4.6575078545473305
14,Campo Belo,508.5385236825315,5381.895236999997,10.583063005782796,62530.0,0.08606901066687984,5.610911593375485
15,Campo Grande,694.7666435861846,10810.392922000006,15.559746602398588,96756.0,0.11172839846624505,8.116944520526111
16,Campo Limpo,2756.827887908525,41512.124166000016,15.057931018498692,216098.0,0.19209860417958527,9.545492122354576
17,Cangaiba,750.5108157434297,12335.392170000005,16.43599520651944,151538.0,0.08140131300399903,8.074399813896948
18,Capao Redondo,3280.693821203669,54186.43152799997,16.516759710334462,275230.0,0.19687690850561337,10.184083960334227
19,Carrao,1360.469960284231,12662.031943999995,9.30710145290869,71363.0,0.17743132917618368,6.365859487147197
20,Casa Verde,1291.1888051018504,11037.023482999997,8.547954752542472,75687.0,0.14582456013582248,6.1203330828572655
21,Cidade Ademar,3208.4752221724902,47013.77660899995,14.652996627216107,248215.0,0.1894074758133068,7.935061353132494
22,Cidade Dutra,825.437956334251,27428.645427999996,33.22920301582679,203473.0,0.13480238374624642,9.580476978590948
23,Cidade Lider,1194.5460640075244,15079.505266000006,12.623628104730017,130255.0,0.11576910879428817,7.3893564382741435
24,Cidade Tiradentes,1757.3595253182893,31349.522206999973,17.838991825717628,219868.0,0.1425833782405806,14.93154755038089
25,Consolacao,1963.7555496292168,8888.815654999997,4.526436936959044,44991.0,0.19756875052788328,3.665005592775616
26,Cursino,509.01090007559344,7340.690587000001,14.421480141014332,92895.0,0.07902137453038377,4.788706339093618
27,Ermelino Matarazzo,1334.8311973366838,15007.370160999997,11.242897372299499,116632.0,0.12867283559400505,9.546471824425467
28,Freguesia do O,1562.0331211414655,20591.740049999997,13.182652641163239,138101.0,0.149106379026944,6.263415502538102
29,Grajau,466.70453877741465,51837.80089800001,111.07198793008311,444593.0,0.11659607978083328,12.651015588170676
30,Guaianases,1085.8685269393584,11542.664323000006,10.629891222222172,111325.0,0.10368438646305866,9.336366494839538
31,Iguatemi,1154.0018213910514,26901.517889000013,23.311503838505658,126645.0,0.21241673882901033,11.38683683673418
32,Ipiranga,826.9635814622667,10907.313050999997,13.18959298269616,94787.0,0.11507182473334948,4.90995129463715
33,Itaim Bibi,862.4920284190036,10350.260506999994,12.000412949871087,80501.0,0.12857306750226696,4.1132971549436705
34,Itaim Paulista,1054.5222001132163,15390.552754000002,14.594811519707818,241026.0,0.0638543258984508,9.993373580181752
35,Itaquera,903.664721816904,15874.858536999991,17.567199597082947,199824.0,0.07944420358415401,6.5354496667634425
36,Jabaquara,1439.4971651929047,24207.555468999995,16.816674637741283,212504.0,0.11391576379268152,5.236366160547466
37,Jacana,1027.251563205006,9185.579041,8.941898333394755,92836.0,0.09894414926321686,5.95222182821899
38,Jaguara,698.3661847875886,3782.1952760000013,5.4157766489658625,24114.0,0.1568464491996351,5.4592611597262035
39,Jaguare,955.8194766655001,7486.759484000001,7.832817458500145,41628.0,0.17984912760641877,4.871274049286819
40,Jaragua,1009.1625156177257,33890.46687900002,33.58276427682719,220292.0,0.1538433845940843,9.793489979924983
41,Jardim Angela,1614.201504236542,71070.81784300013,44.02846711297919,291798.0,0.24356170310625888,12.71436974846618
42,Jardim Helena,512.5890889169283,5591.052632999999,10.90747492267847,153634.0,0.03639202671934597,8.866527376838029
43,Jardim Paulista,862.7304997213431,6449.945074000001,7.476199202512599,76033.0,0.08483086388804863,3.965859717164584
44,Jardim Sao Luis,2253.3604017694747,69935.94313100005,31.03628832568555,261586.0,0.26735354006330636,9.122357595347456
45,Jose Bonifacio,569.5746650236002,9819.012386999999,17.239201442699613,108366.0,0.09060971510436852,11.089448391933354
46,Lajeado,1463.9933498942773,15576.45333,10.639702243951353,185184.0,0.08411338630767237,6.937128909256921
47,Lapa,614.9789574983753,7551.351867999994,12.279041056490042,58924.0,0.12815409456248716,5.582255109765925
48,Liberdade,1852.9270407896397,8055.474195000001,4.347431937507424,57860.0,0.13922354294849637,3.4574242649763627
