,NomeDistri,densidade_area,FE_VIA,area,Populacao,densidade_pop
0,Agua Rasa,528.9577520843968,4512.346240999999,8.530636375435973,78.556,57.441140600336055
1,Alto de Pinheiros,455.590341552841,4082.106983,8.960038461496978,39.477,103.40469090863036
2,Anhanguera,24.55051522800675,976.215319,39.7635369332841,53.266,18.327175290053695
3,Aricanduva,531.0895878721917,4348.6141800000005,8.188099106636049,92.982,46.768344195650776
4,Artur Alvim,1232.1871282571733,9595.844852,7.787652242052332,104.864,91.50752261977418
5,Barra Funda,1276.9291664816408,8978.709645000003,7.031486068831286,12.977,691.8940930107115
6,Bela Vista,6436.824134748173,21246.32809000001,3.3007470213929073,57.204,371.41332931263565
7,Belem,1545.9422541301624,11310.760853000003,7.316418723132773,36.283,311.7372007000524
8,Bom Retiro,1667.5440508290342,8496.980645,5.095505957264308,28.591,297.1907469133643
9,Bras,2688.3134514496824,11689.527350000002,4.348275437782891,26.587,439.67079211644796
10,Brasilandia,620.6236580297502,15565.982571000004,25.081194327035842,280.069,55.579098618554724
11,Butanta,443.4259221634638,6833.725957,15.411200869039016,48.04,142.25074848043297
12,Cachoeirinha,631.1982192302414,10215.175683,16.183784066212365,157.408,64.89616590643423
13,Cambuci,1798.4213807745948,8456.893892000002,4.702398438099945,29.811,283.6836701888565
14,Campo Belo,634.1399257788503,6711.142788999999,10.583063005782796,62.53,107.32676777546776
15,Campo Grande,874.0463856849392,13599.940279999999,15.559746602398588,96.756,140.55914134523957
16,Campo Limpo,1069.8789014379624,16110.162696,15.057931018498692,216.098,74.55026282519967
17,Cangaiba,441.06796527444135,7249.390963000001,16.43599520651944,151.538,47.83876626984651
18,Capao Redondo,1163.033086991069,19209.538033000004,16.516759710334462,275.23,69.79449199941868
19,Carrao,544.9585024578072,5071.98407,9.30710145290869,71.363,71.07302201420904
20,Casa Verde,679.0991246500703,5804.908590000001,8.547954752542472,75.687,76.69624360854574
21,Cidade Ademar,972.1562175576904,14245.001777000005,14.652996627216107,248.215,57.38977006627321
22,Cidade Dutra,452.36127134438254,15031.604521999998,33.22920301582679,203.473,73.87518010743439
23,Cidade Lider,673.5771018011826,8502.986833,12.623628104730017,130.255,65.27954268934015
24,Cidade Tiradentes,747.6811238722255,13337.877456999999,17.838991825717628,219.868,60.66311358178543
25,Consolacao,3229.4413154512167,14617.862455999992,4.526436936959044,44.991,324.9063691849479
26,Cursino,568.21088431105,8194.441984,14.421480141014332,92.895,88.21187344851714
27,Ermelino Matarazzo,341.1641574217708,3835.673609,11.242897372299499,116.632,32.886974492420606
28,Freguesia do O,1012.0445138136288,13341.431283,13.182652641163239,138.101,96.60633364711335
29,Grajau,126.42048911413136,14041.775041,111.07198793008311,444.593,31.583437078406543
30,Guaianases,843.8179171813663,8969.692671,10.629891222222172,111.325,80.5721326835841
31,Iguatemi,179.31263349451737,4180.047144,23.311503838505658,126.645,33.00601795570295
32,Ipiranga,912.6724117107134,12037.777637000007,13.18959298269616,94.787,126.9981921255025
33,Itaim Bibi,858.1520267692644,10298.178695,12.000412949871087,80.501,127.92609650811791
34,Itaim Paulista,797.5790694714659,11640.516190999993,14.594811519707818,241.026,48.295686735041
35,Itaquera,1068.9265240726315,18778.045603000006,17.567199597082947,199.824,93.97292418828572
36,Jabaquara,1018.5760800507869,17129.062532000004,16.816674637741283,212.504,80.60583580544369
37,Jacana,784.2994883769268,7013.126288000001,8.941898333394755,92.836,75.54317600930675
38,Jaguara,465.97372483628556,2523.6096179999995,5.4157766489658625,24.114,104.65329758646428
39,Jaguare,668.9101870124863,5239.451391,7.832817458500145,41.628,125.86363483712884
40,Jaragua,335.83896900298737,11278.400930999998,33.58276427682719,220.292,51.19750572422057
41,Jardim Angela,279.8263845612758,12320.32677,44.02846711297919,291.798,42.222108342072254
42,Jardim Helena,589.418271284117,6429.065013000001,10.90747492267847,153.634,41.84662908600962
43,Jardim Paulista,4470.691764976903,33423.78220799997,7.476199202512599,76.033,439.5957309063166
44,Jardim Sao Luis,500.95061776871086,15547.647810000006,31.03628832568555,261.586,59.43608530273029
45,Jose Bonifacio,444.2264199681376,7658.1087400000015,17.239201442699613,108.366,70.66892512411644
46,Lajeado,559.3847697555183,5951.687389999999,10.639702243951353,185.184,32.13931759763262
47,Lapa,1306.6235518057786,16044.084238,12.279041056490042,58.924,272.2843703414568
48,Liberdade,3786.700820539733,16462.424085000002,4.347431937507424,57.86,284.5216744728656
49,Limao,966.0430807164189,7396.861772000002,7.656865329975221,80.571,91.80551032009038
50,Mandaqui,733.29216109558,11557.739904,15.761439324173441,101.994,113.31784128478145
51,Marsilac,2.741701657831235,684.071161,249.50605367511793,10.18,67.19756001964636
52,Moema,1690.5395946774017,18414.380296999996,10.892605151028084,71.459,257.6915475587399
53,Mooca,1149.1957309729398,10896.745686999997,9.482062448817592,63.133,172.5998398143601
54,Morumbi,264.9620289696719,3633.131872000001,13.711896327665338,32.281,112.54706706731517
55,Parelheiros,40.5521171067948,7373.526898999998,181.82840810953638,146.212,50.430381220419655
56,Pari,1341.2969375759155,4359.8663799999995,3.250485599318113,16.144,270.0610988602577
57,Parque do Carmo,273.24481665747726,5088.4014210000005,18.62213337930763,69.63,73.07771680310212
58,Pedreira,361.78689495279235,8007.861591999999,22.134194753087733,158.656,50.4731090661557
59,Penha,1064.664767342258,14542.294675999998,13.659036273269557,117.691,123.56335383334323
60,Perdizes,1768.1172896053934,13347.569137000004,7.549029250191259,97.706,136.6095136122654
61,Perus,194.72995642716037,5490.590493000001,28.195921129647974,85.002,64.59366241970778
62,Pinheiros,1772.3544411463413,17526.348337,9.88873778862434,61.711,284.0068761971123
63,Pirituba,496.05217588916366,10101.411669000001,20.363607217110623,163.696,61.708359819421375
64,Ponte Rasa,482.6996747506187,3780.4364539999997,7.831860371468282,93.631,40.37590599267336
65,Raposo Tavares,226.6979998695481,3298.655362000001,14.550879866157578,96.914,34.03693338423758
66,Republica,9407.546928692931,26140.854969,2.778711088782415,42.802,610.7391002523246
67,Rio Pequeno,643.756923064173,7510.180639999998,11.666174562058023,115.999,64.743494685299
68,Sacoma,845.7666949697592,14790.205792999997,17.487335314768842,237.769,62.20409638346461
69,Santa Cecilia,2522.5161972344363,11159.758719000005,4.42405829989715,63.689,175.2227028058221
70,Santana,1661.5944713007575,26005.380877000003,15.650859055062954,112.613,230.926987798922
71,Santo Amaro,1249.7484192482996,23843.862337,19.078929782797115,60.373,394.94247986682785
72,Sao Domingos,432.69457929685586,5123.995886000001,11.842061655421421,90.777,56.445970741487386
73,Sao Lucas,954.7366386523623,11038.511228,11.56183892092082,136.175,81.06121702221405
74,Sao Mateus,548.0794050805856,8367.197597000002,15.266396656100863,158.533,52.77890153469627
75,Sao Miguel,1125.3681978549182,11640.001892,10.343283126524447,93.187,124.91014725229914
76,Sao Rafael,549.3158976767603,8582.329341999999,15.62366823588672,151.017,56.83022005469582
77,Sapopemba,886.0103071154122,14435.666919999994,16.292888247539988,296.042,48.76222603549495
78,Saude,2502.157380753993,27656.976796000006,11.053252288897164,111.308,248.47249789772528
79,Se,16096.283744865634,41945.94764000001,2.6059398743750317,21.564,1945.1839936931929
80,Socorro,343.70461889411473,5048.266339000002,14.687804764576713,36.691,137.58868221089645
81,Tatuape,1339.5758426193313,13590.790789000002,10.145592624621637,75.481,180.05578607861585
82,Tremembe,143.3085337163896,9864.107171000001,68.8312615808439,185.731,53.1096433605591
83,Tucuruvi,1163.8306614013636,13130.096662,11.281793045553641,88.566,148.25211324887653
84,Vila Andrade,525.7733171898235,6483.060311,12.330523628796813,99.274,65.30471534339303
85,Vila Curuca,640.0971004169749,7266.346829000001,11.351944610070138,162.486,44.719833271789575
86,Vila Formosa,1243.4189852681623,11148.394322,8.965919335384507,89.51,124.54914894425204
87,Vila Guilherme,1035.5224731373942,8946.098810000003,8.63921261205987,48.407,184.81002355031305
88,Vila Jacui,412.9116675951533,4050.2717979999998,9.809051465145718,167.965,24.11378440746584
89,Vila Leopoldina,470.5967902451023,3930.3567319999993,8.351856224843651,30.188,130.19599615741353
90,Vila Maria,490.3713805587407,6907.559500999999,14.08638386100217,107.395,64.31919084687368
91,Vila Mariana,2960.5756361155677,30181.608033000008,10.19450665769846,112.952,267.2073804182308
92,Vila Matilde,763.6362772654328,8121.8268940000025,10.635726897475474,98.173,82.7297413138032
93,Vila Medeiros,603.8801520292913,5680.307016000001,9.406348257865043,128.692,44.138773319242844
94,Vila Prudente,702.0756312480935,8045.550837999999,11.459664001864397,96.441,83.42458952105432
95,Vila Sonia,544.7394598047566,6560.3846379999995,12.043160303370252,89.927,72.9523350940207
