,NomeDistri,densidade_area,FE_VIA,area,Populacao,densidade_pop
42,Jardim Helena,32.96309123319161,359.544091,10.90747492267847,153634.0,0.0023402638153013004
43,Jardim Paulista,96.48665979333023,721.353489,7.476199202512599,76033.0,0.009487373758762642
44,Jardim Sao Luis,105.62582295921455,3278.2334959999994,31.03628832568555,261586.0,0.012532144289067456
45,Jose Bonifacio,65.39492549855946,1127.356294,17.239201442699613,108366.0,0.010403228817156673
46,Lajeado,77.54627470604736,825.0692730000001,10.639702243951353,185184.0,0.004455402588776568
47,Lapa,81.21074816937262,997.190111,12.279041056490042,58924.0,0.01692332684474917
48,Liberdade,65.8418312499484,286.24288,4.347431937507424,57860.0,0.00494716349809886
49,Limao,178.19809728903977,1364.438833,7.656865329975221,80571.0,0.016934614600786883
50,Mandaqui,74.96337198011335,1181.530639,15.761439324173441,101994.0,0.01158431514598898
51,Marsilac,0.7704771935125639,192.238724,249.50605367511793,10180.0,0.018883961100196463
52,Moema,105.4467903751741,1148.590252,10.892605151028084,71459.0,0.01607341625267636
53,Mooca,144.36618324220169,1368.889165,9.482062448817592,63133.0,0.02168262501385963
54,Morumbi,54.83766147523283,751.928329,13.711896327665338,32281.0,0.02329321672191072
55,Parelheiros,2.3624367251855785,429.558109,181.82840810953638,146212.0,0.002937912818373321
56,Pari,6.17287429429289,20.064839,3.250485599318113,16144.0,0.0012428666377601585
57,Parque do Carmo,41.988191743317394,781.9097069999999,18.62213337930763,69630.0,0.011229494571305471
58,Pedreira,12.62274255362393,279.394242,22.134194753087733,158656.0,0.0017610064668212991
59,Penha,57.10909806474059,780.055242,13.659036273269557,117691.0,0.006627994001240537
60,Perdizes,206.02004780423877,1555.2513669999998,7.549029250191259,97706.0,0.01591766490287188
61,Perus,37.97137522399386,1070.637901,28.195921129647974,85002.0,0.012595443648384745
62,Pinheiros,72.69144468841243,718.826636,9.88873778862434,61711.0,0.011648273986809484
63,Pirituba,8.436938415097632,171.8065,20.363607217110623,163696.0,0.0010495461098621835
64,Ponte Rasa,47.78514889813312,374.246614,7.831860371468282,93631.0,0.00399703745554357
65,Raposo Tavares,34.12935785106852,496.61218599999995,14.550879866157578,96914.0,0.00512425641290216
66,Republica,84.75664308922394,235.514224,2.778711088782415,42802.0,0.005502411663006402
67,Rio Pequeno,130.80025863515021,1525.9386499999998,11.666174562058023,115999.0,0.013154756937559804
68,Sacoma,12.200767936313818,213.35892,17.487335314768842,237769.0,0.0008973369951507556
69,Santa Cecilia,148.7956736499841,658.2807349999999,4.42405829989715,63689.0,0.010335862315313476
70,Santana,26.46829081666238,414.251489,15.650859055062954,112613.0,0.0036785405681404454
71,Santo Amaro,42.26028499392029,806.2810099999998,19.078929782797115,60373.0,0.013354993291703242
72,Sao Domingos,54.12889061479801,640.99766,11.842061655421421,90777.0,0.007061234233341045
73,Sao Lucas,40.837584853880315,472.157578,11.56183892092082,136175.0,0.003467285316688085
74,Sao Mateus,67.0806219089526,1024.0793820000001,15.266396656100863,158533.0,0.006459723729444344
75,Sao Miguel,63.37963333120895,655.553492,10.343283126524447,93187.0,0.007034817002371576
76,Sao Rafael,85.3300217894915,1333.167951,15.62366823588672,151017.0,0.008827932954568029
77,Sapopemba,250.81978909522195,4086.578794,16.292888247539988,296042.0,0.013804050756311604
78,Saude,27.922472312517343,308.634131,11.053252288897164,111308.0,0.002772793788406943
79,Se,282.96490116712465,737.3895190000001,2.6059398743750317,21564.0,0.03419539598404749
80,Socorro,28.251422363725737,414.951376,14.687804764576713,36691.0,0.011309350412907797
81,Tatuape,85.10734857464293,863.4644880000001,10.145592624621637,75481.0,0.011439494548296923
82,Tremembe,15.234624484811649,1048.618423,68.8312615808439,185731.0,0.005645898762188325
83,Tucuruvi,58.421864444656215,659.103384,11.281793045553641,88566.0,0.007441945938622045
84,Vila Andrade,46.70716389164387,575.9237880000001,12.330523628796813,99274.0,0.005801355722545682
85,Vila Curuca,,,11.351944610070138,162486.0,
86,Vila Formosa,188.7255510231995,1692.098067,8.965919335384507,89510.0,0.01890401147357837
87,Vila Guilherme,13.768304282030986,118.947308,8.63921261205987,48407.0,0.002457233623236309
88,Vila Jacui,46.073222329992774,451.934609,9.809051465145718,167965.0,0.0026906475098978956
89,Vila Leopoldina,10.862327673953502,90.720599,8.351856224843651,30188.0,0.0030051874585928185
90,Vila Maria,77.49014727775149,1091.55596,14.08638386100217,107395.0,0.010163936496112481
91,Vila Mariana,137.32158131878165,1399.925775,10.19450665769846,112952.0,0.012393988375593171
92,Vila Matilde,33.08782017367624,351.913019,10.635726897475474,98173.0,0.00358462121968362
93,Vila Medeiros,,,9.406348257865043,128692.0,
94,Vila Prudente,109.00347408063398,1249.143188,11.459664001864397,96441.0,0.012952408083698842
95,Vila Sonia,52.913350893591335,637.243967,12.043160303370252,89927.0,0.007086236247178267
